TrackNumber,Time(seconds),Latitude,Longitude,SOG,oceanic depth,Chlorophyll Concentration,Salinity,Water Surface Elevation,Sea Temperature,Thermocline Depth,Eastward Water Velocity,Northward Water Velocity
107052,0,47.34756,-2.513747,0.1,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,3,47.34756,-2.513747,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,891,47.347568,-2.513762,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,950,47.347567,-2.513755,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,1501,47.347577,-2.513752,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,1840,47.347607,-2.5138,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,1920,47.347628,-2.51381,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,2492,47.347587,-2.513777,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,2780,47.347573,-2.513773,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,2851,47.347577,-2.513768,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,3750,47.347593,-2.513797,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,4101,47.347577,-2.51377,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,4104,47.347577,-2.51377,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,4710,47.347582,-2.51377,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,4711,47.347582,-2.51377,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,5130,47.34757,-2.513757,0.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,5603,47.347555,-2.514085,2.,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,5620,47.347367,-2.514343,3.1,-2,2.3622,32.7,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
107052,6182,47.33527,-2.529033,7.3,-2,2.3622,32.800000000000004,-0.41000000000000003,19.400000000000002,-99999.,0.,-0.05
