TrackNumber,Time(seconds),Latitude,Longitude,SOG,Oceanic Depth,Chlorophyll Concentration,Salinity,Water Surface Elevation,Sea Temperature,Thermocline Depth,Eastward Water Velocity,Northward Water Velocity
128037,0,45.437273,12.62611,5.1,-1,0.2325,34.,-0.42,7.9,306.90000000000003,0.06,0.2
128037,944,45.43021,12.59374,5.4,0,0.20670000000000002,34.,-0.42,7.800000000000001,224.,0.04,0.2
128037,1900,45.42216,12.564957,5.7,0,0.20670000000000002,34.,-0.42,7.800000000000001,162.70000000000002,0.02,0.19
128037,2830,45.405003,12.513458,11.4,0,-99999,34.,-0.43,7.800000000000001,241.,-0.01,0.18
128037,3790,45.391903,12.472952,5.,0,0.21000000000000002,34.,-0.43,7.800000000000001,352.20000000000005,-0.03,0.17
128037,4729,45.382927,12.442182,5.5,0,0.20600000000000002,34.,-0.43,7.800000000000001,395.3,-0.04,0.16
128037,5631,45.390503,12.453312,5.3,0,0.19720000000000001,34.,-0.43,7.800000000000001,359.70000000000005,-0.03,0.17
128037,6598,45.377873,12.429272,4.2,0,0.20950000000000002,34.,-0.43,7.800000000000001,419.20000000000005,-0.05,0.16
128037,7539,45.38427,12.452497,5.3,0,0.19990000000000002,34.,-0.43,7.800000000000001,387.5,-0.04,0.17
128037,8490,45.385773,12.441527,5.5,0,0.20520000000000002,34.,-0.43,7.800000000000001,381.5,-0.04,0.16
128037,9421,45.385473,12.449557,5.4,0,0.2015,34.,-0.43,7.800000000000001,381.90000000000003,-0.04,0.16
128037,10351,45.38335,12.446155,5.5,0,0.2043,34.,-0.43,7.800000000000001,391.5,-0.05,0.16
128037,11303,45.36997,12.417877,5.2,0,0.19240000000000002,34.,-0.43,7.800000000000001,454.90000000000003,-0.06,0.15
128037,12210,45.350773,12.41137,5.7,0,0.1907,34.,-0.44,7.800000000000001,500.40000000000003,-0.06,0.15
128037,13128,45.33169,12.428192,4.8,0,0.189,34.1,-0.45,7.7,497.20000000000005,-0.05,0.17
128037,14070,45.308717,12.423682,5.4,-1,0.1889,34.1,-0.45,7.7,496.40000000000003,-0.03,0.17
128037,14994,45.286287,12.424733,5.2,-1,0.1867,34.1,-0.46,7.7,495.1,0.,0.18
128037,15968,45.26224,12.421487,5.2,-1,0.1865,34.1,-0.46,7.800000000000001,424.3,0.05,0.19
128037,16950,45.24472,12.397865,5.7,0,0.18960000000000002,34.2,-0.47000000000000003,7.800000000000001,360.70000000000005,0.1,0.19
128037,17851,45.227913,12.38807,4.6,0,0.19010000000000002,34.2,-0.47000000000000003,7.9,293.8,0.15,0.19
128037,18769,45.22929,12.343412,9.7,0,0.19010000000000002,34.2,-0.46,7.9,282.40000000000003,0.15,0.16
128037,19771,45.225283,12.285057,6.9,-1,-99999,34.2,-0.46,8.,216.10000000000002,0.16,0.12
128037,20690,45.218677,12.283338,0.,-1,-99999,34.2,-0.46,8.,196.8,0.17,0.12
128037,21659,45.218677,12.283337,0.,-1,-99999,34.2,-0.46,8.,197.3,0.17,0.12
128037,22649,45.218683,12.283325,0.,-1,-99999,34.2,-0.46,8.,197.70000000000002,0.17,0.12
128037,23631,45.218683,12.283325,0.,-1,-99999,34.2,-0.46,8.,198.20000000000002,0.17,0.12
128037,89269,45.398797,12.495678,11.6,0,0.21000000000000002,34.,-0.43,7.7,288.5,-0.05,0.18
128037,90230,45.389153,12.464927,5.3,0,0.21000000000000002,34.,-0.43,7.7,348.20000000000005,-0.06,0.17
128037,91149,45.380623,12.434048,5.4,0,0.20850000000000002,34.,-0.43,7.7,381.,-0.07,0.16
128037,92069,45.386867,12.451127,5.5,0,0.19990000000000002,34.,-0.43,7.7,356.70000000000005,-0.06,0.17
128037,93029,45.381877,12.431037,3.1,0,0.2086,34.,-0.43,7.7,376.,-0.07,0.16
128037,93981,45.38378,12.445125,5.7,0,0.2046,34.,-0.43,7.7,367.8,-0.07,0.17
128037,94888,45.385033,12.43289,5.5,0,0.20770000000000002,34.,-0.43,7.7,363.6,-0.06,0.16
128037,95789,45.381697,12.437845,5.4,0,0.20750000000000002,34.,-0.43,7.7,375.40000000000003,-0.07,0.16
128037,96730,45.3722,12.422427,5.4,0,0.1922,34.,-0.43,7.7,411.8,-0.08,0.16
128037,97651,45.35429,12.411255,5.2,0,0.1907,34.,-0.44,7.7,458.20000000000005,-0.08,0.16
128037,98590,45.338183,12.425895,4.,0,0.192,34.1,-0.44,7.7,454.1,-0.08,0.17
128037,99512,45.317333,12.425372,5.1,0,0.189,34.1,-0.45,7.7,451.6,-0.06,0.18
128037,100440,45.29489,12.425337,5.2,-1,0.187,34.1,-0.45,7.7,448.8,-0.05,0.19
128037,101351,45.272787,12.42235,5.4,-1,0.1865,34.1,-0.46,7.7,422.6,-0.02,0.2
128037,102259,45.25231,12.409873,5.5,-1,0.1905,34.2,-0.46,7.800000000000001,356.,0.03,0.2
128037,103220,45.236653,12.388983,5.8,0,0.19,34.2,-0.46,7.800000000000001,308.3,0.07,0.2
128037,104159,45.232537,12.354943,11.2,0,0.1897,34.2,-0.46,7.9,298.6,0.09,0.18
128037,105090,45.230843,12.288423,9.3,-1,-99999,34.2,-0.46,7.9,264.6,0.1,0.15
128037,106100,45.219823,12.283952,0.,-1,-99999,34.2,-0.46,7.9,238.8,0.11,0.15
128037,107119,45.219833,12.283935,0.,-1,-99999,34.2,-0.46,7.9,239.20000000000002,0.11,0.15
