TrackNumber,Time(seconds),Latitude,Longitude,SOG,oceanic depth,Chlorophyll Concentration,Salinity,Water Surface Elevation,Sea Temperature,Thermocline Depth,Eastward Water Velocity,Northward Water Velocity
102355,0,54.420163,11.191322,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,760,54.420138,11.19133,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,763,54.420137,11.19133,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,980,54.420138,11.191322,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,1701,54.420142,11.191327,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,1900,54.420132,11.191323,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,2762,54.42014,11.191348,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,2881,54.420103,11.19135,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,3185,54.420097,11.191332,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,3802,54.420107,11.191333,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,3831,54.420108,11.191343,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,4723,54.420105,11.191343,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,4771,54.420097,11.191308,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,5487,54.420112,11.19132,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,5745,54.420127,11.191312,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,5920,54.420108,11.191327,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,6676,54.420087,11.191317,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,6821,54.42009,11.19134,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,6911,54.420107,11.191342,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,7634,54.420097,11.191352,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,7741,54.420072,11.191342,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,8443,54.420087,11.191322,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,8562,54.420065,11.191347,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,8662,54.420058,11.191363,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,9532,54.42009,11.191355,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,9862,54.420077,11.1913,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,9924,54.420072,11.191322,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,10452,54.420105,11.191308,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,10900,54.420087,11.191307,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,11409,54.420048,11.19127,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,12331,54.420067,11.191318,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.11
102355,13250,54.420088,11.191297,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.24,0.12
102355,14221,54.4201,11.191298,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.25,0.12
102355,15160,54.420095,11.191325,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.60000000000002,0.25,0.12
102355,16101,54.420073,11.191333,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.5,0.25,0.12
102355,17063,54.420132,11.191307,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.5,0.25,0.12
102355,17970,54.420075,11.191315,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.5,0.25,0.12
102355,18872,54.420112,11.191295,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.5,0.25,0.12
102355,19836,54.420105,11.191303,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.5,0.25,0.12
102355,20772,54.42012,11.191312,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.5,0.25,0.12
102355,21724,54.420103,11.19129,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.5,0.25,0.12
102355,22670,54.420082,11.191305,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.5,0.25,0.12
102355,23640,54.420077,11.191308,0.,-3,2.5256000000000003,34.2,-1.8,-0.8,171.5,0.25,0.12
