TrackNumber,Time(seconds),Latitude,Longitude,SOG,Oceanic Depth,Chlorophyll Concentration,Salinity,Water Surface Elevation,Sea Temperature,Thermocline Depth,Eastward Water Velocity,Northward Water Velocity
124192,0,34.807625,34.292512,0.6,-360,0.0927,35.6,0.56,19.700000000000003,95.80000000000001,0.14,-0.1
124192,1007,34.806353,34.294873,2.1,-360,0.0926,35.6,0.56,19.700000000000003,96.2,0.14,-0.1
124192,2680,34.799697,34.247143,4.1,-403,0.09090000000000001,35.6,0.56,19.700000000000003,96.9,0.15,-0.05
124192,141388,34.835717,33.733238,5.8,-184,0.0971,35.6,0.62,19.5,87.60000000000001,0.07,-0.03
124192,142301,34.834817,33.764115,5.8,-203,0.09140000000000001,35.6,0.62,19.6,88.7,0.07,-0.05
124192,143238,34.83439,33.795237,6.,-258,0.08990000000000001,35.6,0.62,19.6,93.9,0.07,-0.07
124192,144158,34.834575,33.827518,6.3,-315,0.0892,35.6,0.63,19.700000000000003,99.30000000000001,0.07,-0.09
124192,145068,34.834517,33.859575,6.3,-297,0.09000000000000001,35.6,0.63,19.700000000000003,102.,0.08,-0.11
124192,145986,34.834098,33.893513,6.6,-349,0.0915,35.6,0.63,19.700000000000003,103.,0.09,-0.13
124192,146887,34.83356,33.925512,6.3,-277,0.092,35.6,0.63,19.700000000000003,103.80000000000001,0.09,-0.15
124192,147847,34.834437,33.959813,6.4,-328,0.0921,35.6,0.63,19.6,103.5,0.1,-0.17
124192,148759,34.835678,33.991728,6.2,-376,0.0907,35.6,0.63,19.6,103.2,0.1,-0.19
124192,149679,34.836353,34.02372,5.9,-297,0.08950000000000001,35.5,0.64,19.6,105.7,0.1,-0.19
124192,150876,34.836132,34.062602,6.1,-358,0.0884,35.5,0.64,19.6,110.10000000000001,0.1,-0.19
124192,152487,34.837112,34.118722,6.3,-323,0.0867,35.5,0.64,19.6,117.60000000000001,0.09,-0.17
124192,153427,34.85189,34.146785,6.3,-362,0.0879,35.5,0.64,19.5,125.9,0.09,-0.17
124192,154418,34.86549,34.173132,5.3,-268,0.08990000000000001,35.5,0.65,19.5,135.3,0.08,-0.17
124192,155337,34.877162,34.198202,5.6,-305,0.0916,35.6,0.65,19.5,142.1,0.07,-0.19
124192,231627,34.835142,33.92232,-99999,-272,0.0922,35.6,0.67,19.700000000000003,109.7,0.08,-0.32
124192,232601,34.835152,33.957115,6.3,-324,0.08940000000000001,35.6,0.67,19.6,109.10000000000001,0.08,-0.34
124192,233560,34.836945,33.990015,6.8,-373,0.0908,35.5,0.68,19.6,108.5,0.08,-0.36
124192,234491,34.838837,34.023523,4.5,-296,0.0896,35.5,0.68,19.6,112.80000000000001,0.08,-0.35000000000000003
124192,235411,34.840672,34.054452,6.,-345,0.0892,35.5,0.6900000000000001,19.6,118.9,0.08,-0.34
124192,236368,34.843162,34.086353,5.,-276,0.08950000000000001,35.5,0.6900000000000001,19.6,125.5,0.07,-0.33
124192,237373,34.859305,34.114913,6.8,-315,0.0873,35.5,0.6900000000000001,19.5,136.3,0.07,-0.31
124192,238356,34.877042,34.145473,6.7,-359,0.09000000000000001,35.5,0.7000000000000001,19.5,154.5,0.06,-0.3
124192,239291,34.893342,34.176148,6.5,-280,0.0903,35.5,0.7000000000000001,19.400000000000002,173.4,0.06,-0.29
124192,241048,34.896963,34.240342,6.4,-369,0.0926,35.5,0.71,19.400000000000002,186.,0.04,-0.29
124192,241980,34.894932,34.268775,1.4,-272,0.0931,35.5,0.71,19.400000000000002,187.9,0.03,-0.3
124192,242921,34.892602,34.274798,1.6,-278,0.0935,35.5,0.71,19.400000000000002,187.70000000000002,0.03,-0.3
124192,243931,34.891547,34.279753,0.5,-283,0.09390000000000001,35.5,0.71,19.400000000000002,188.,0.03,-0.3
124192,245484,34.889617,34.2867,0.9,-289,0.09430000000000001,35.5,0.72,19.400000000000002,188.3,0.03,-0.3
124192,246421,34.888112,34.291418,1.1,-294,0.0946,35.5,0.72,19.400000000000002,188.4,0.02,-0.31
124192,247509,34.885955,34.297192,2.7,-299,0.09140000000000001,35.5,0.72,19.400000000000002,188.3,0.02,-0.31
124192,248774,34.884183,34.303118,0.9,-304,0.09140000000000001,35.5,0.72,19.400000000000002,188.5,0.02,-0.31
124192,250464,34.882032,34.309543,0.8,-309,0.09140000000000001,35.5,0.72,19.400000000000002,188.70000000000002,0.01,-0.31
124192,251476,34.880167,34.314125,0.9,-313,0.0913,35.5,0.72,19.400000000000002,188.70000000000002,0.01,-0.31
124192,253455,34.877753,34.32106,0.3,-318,0.0913,35.5,0.73,19.400000000000002,189.60000000000002,0.01,-0.31
124192,254577,34.87555,34.326353,1.5,-322,0.0912,35.5,0.73,19.400000000000002,189.70000000000002,0.,-0.31
124192,255484,34.873543,34.330692,0.6,-324,0.09340000000000001,35.5,0.73,19.400000000000002,189.70000000000002,0.,-0.31
124192,257364,34.871352,34.33734,1.2,-263,0.091,35.5,0.73,19.400000000000002,190.20000000000002,0.,-0.31
124192,258645,34.869193,34.34241,0.5,-265,0.091,35.5,0.73,19.3,190.5,-0.01,-0.31
124192,259605,34.866732,34.346792,0.6,-267,0.091,35.5,0.73,19.3,190.9,-0.01,-0.3
124192,260614,34.864532,34.350958,0.6,-269,0.091,35.5,0.73,19.3,191.3,-0.01,-0.3
124192,262635,34.867708,34.312088,7.9,-305,0.0936,35.5,0.73,19.400000000000002,190.9,0.,-0.31
124192,323826,34.863068,34.09635,5.8,-287,0.0889,35.5,0.74,19.5,144.4,0.05,-0.47000000000000003
124192,345521,34.92312,34.339078,0.7,-250,0.0903,35.5,0.79,19.3,251.70000000000002,0.02,-0.37
124192,346504,34.92317,34.34206,1.1,-251,0.0902,35.5,0.79,19.3,252.10000000000002,0.02,-0.37
124192,432161,34.917083,34.35499,0.3,-254,0.09000000000000001,35.5,0.85,19.200000000000003,283.90000000000003,-0.01,-0.4
124192,433116,34.916142,34.357078,0.5,-266,0.09090000000000001,35.5,0.86,19.200000000000003,283.40000000000003,-0.01,-0.4
124192,691723,35.213323,34.382587,1.5,-208,0.10060000000000001,35.5,0.92,19.,408.40000000000003,0.27,-0.23
124192,1916950,34.884182,34.175695,3.8,-277,0.09040000000000001,35.6,0.62,18.6,174.20000000000002,-0.08,0.11
124192,1917219,34.879963,34.173317,3.4,-272,0.0903,35.6,0.62,18.6,173.70000000000002,-0.08,0.11
124192,1917870,34.872065,34.17048,2.6,-267,0.0897,35.6,0.62,18.6,173.10000000000002,-0.08,0.11
124192,1918858,34.861707,34.171872,2.,-266,0.0902,35.6,0.62,18.6,172.60000000000002,-0.09,0.11
124192,1918931,34.861068,34.171678,3.2,-265,0.0902,35.6,0.62,18.6,172.60000000000002,-0.09,0.1
124192,1918934,34.861067,34.171677,3.1,-265,0.0902,35.6,0.62,18.6,172.60000000000002,-0.09,0.1
124192,1919251,34.856108,34.169822,2.8,-262,0.0907,35.6,0.62,18.6,172.20000000000002,-0.09,0.1
124192,1919789,34.850613,34.163912,2.,-387,0.08650000000000001,35.6,0.62,18.6,171.4,-0.09,0.1
124192,1919888,34.850062,34.163343,1.9,-386,0.08650000000000001,35.6,0.62,18.6,171.3,-0.09,0.1
124192,1919920,34.849822,34.163055,2.6,-385,0.08660000000000001,35.6,0.62,18.6,171.3,-0.09,0.1
124192,1920751,34.846332,34.157707,2.5,-378,0.08700000000000001,35.6,0.62,18.6,170.70000000000002,-0.09,0.1
124192,1921850,34.844743,34.144178,2.4,-358,0.0882,35.6,0.62,18.6,170.3,-0.09,0.11
124192,1922509,34.844497,34.135887,1.7,-346,0.0889,35.6,0.62,18.6,170.10000000000002,-0.09,0.11
