TrackNumber,Time(seconds),Latitude,Longitude,SOG,oceanic depth,Chlorophyll Concentration,Salinity,Water Surface Elevation,Sea Temperature,Thermocline Depth,Eastward Water Velocity,Northward Water Velocity
117221,0,49.55842,-128.205425,6.1,-554,0.5172,32.1,0.15,16.5,21.6,-0.01,-0.04
117221,33,49.557697,-128.204525,6.4,-555,0.5155000000000001,32.1,0.15,16.5,21.700000000000003,-0.01,-0.04
117221,1008153,48.359083,-124.789187,7.4,-28,1.8956000000000002,32.4,0.03,13.5,15.700000000000001,0.13,-0.22
117221,1011268,48.40239,-124.706253,4.6,-21,4.857,32.300000000000004,0.03,12.600000000000001,12.5,0.16,-0.12
117221,1011276,48.40239,-124.706252,4.5,-21,4.857,32.300000000000004,0.03,12.600000000000001,12.5,0.16,-0.12
117221,1012204,48.404737,-124.672093,4.8,-13,4.857,32.300000000000004,0.03,12.600000000000001,11.700000000000001,0.18,-0.1
117221,1012320,48.405078,-124.66792,4.8,-12,4.857,32.300000000000004,0.03,12.600000000000001,11.600000000000001,0.19,-0.1
117221,1013133,48.40709,-124.640855,5.1,-26,7.3203000000000005,32.300000000000004,0.04,12.700000000000001,11.100000000000001,0.2,-0.08
117221,1013281,48.407387,-124.63569,5.5,-24,7.2439,32.300000000000004,0.04,12.700000000000001,11.200000000000001,0.2,-0.08
117221,1014065,48.409412,-124.60795,5.8,-14,15.574300000000001,32.2,0.04,12.700000000000001,11.8,0.2,-0.07
117221,1014209,48.409767,-124.602748,4.7,-12,15.574300000000001,32.2,0.04,12.700000000000001,12.,0.2,-0.07
117221,1014994,48.403417,-124.575222,6.,-47,12.3407,32.2,0.04,12.8,12.600000000000001,0.19,-0.07
117221,1015138,48.40182,-124.569737,5.9,-47,11.3733,32.1,0.04,12.8,12.700000000000001,0.19,-0.07
117221,1015170,48.401473,-124.568633,6.,-47,11.15,32.1,0.04,12.8,12.700000000000001,0.19,-0.07
117221,1015981,48.393682,-124.54287,4.5,-47,4.105300000000001,32.1,0.04,12.8,12.9,0.19,-0.08
117221,1016069,48.39279,-124.540062,5.2,-47,6.7984,32.1,0.04,12.8,13.,0.18,-0.08
117221,1016101,48.392487,-124.53913,4.6,-47,6.7202,32.1,0.04,12.8,13.,0.18,-0.08
117221,1016913,48.38425,-124.512092,5.8,-47,4.5956,32.1,0.04,12.8,13.100000000000001,0.17,-0.08
117221,1017030,48.382878,-124.50813,5.4,-47,4.3048,32.1,0.04,12.8,13.100000000000001,0.17,-0.08
117221,1017122,48.381888,-124.505157,5.7,-47,4.0908,32.1,0.04,12.8,13.200000000000001,0.17,-0.08
117221,1017873,48.374155,-124.479232,5.6,-47,3.8669000000000002,32.1,0.04,12.9,13.3,0.16,-0.08
117221,1017990,48.372852,-124.475008,5.8,-47,4.0369,32.1,0.04,12.9,13.3,0.16,-0.08
117221,1018055,48.372227,-124.47277,5.2,-47,4.085100000000001,32.1,0.04,12.9,13.200000000000001,0.16,-0.08
117221,1018831,48.364225,-124.44559,6.,-47,8.9504,32.1,0.04,12.8,12.5,0.18,-0.07
117221,1019159,48.360202,-124.433657,5.5,-47,6.3368,32.1,0.04,12.8,12.100000000000001,0.19,-0.07
117221,1019491,48.356753,-124.421538,5.5,-47,3.7018,32.1,0.04,12.8,11.700000000000001,0.2,-0.07
117221,1020148,48.349712,-124.39812,5.7,-46,7.216600000000001,32.1,0.04,12.700000000000001,10.8,0.23,-0.06
117221,1020153,48.349712,-124.39812,5.6,-46,7.216600000000001,32.1,0.04,12.700000000000001,10.8,0.23,-0.06
117221,1020540,48.34537,-124.384608,6.2,-46,6.5716,32.1,0.04,12.600000000000001,10.9,0.23,-0.06
117221,1021504,48.335242,-124.350282,5.7,-47,7.1557,32.1,0.04,12.5,11.4,0.24,-0.06
117221,1022489,48.324102,-124.313795,6.,-30,8.513,32.,0.04,12.4,12.,0.24,-0.05
117221,1023541,48.311912,-124.273443,6.,-2,8.4174,32.,0.04,12.4,12.,0.22,-0.04
