TrackNumber,Time(seconds),Latitude,Longitude,SOG,oceanic depth,Chlorophyll Concentration,Salinity,Water Surface Elevation,Sea Temperature,Thermocline Depth,Eastward Water Velocity,Northward Water Velocity
100080,0,1.386223,172.948722,0.,-130,-99999,34.6,0.66,30.5,87.30000000000001,-0.15,-0.17
100080,16340,1.386385,172.948747,0.,-130,-99999,34.6,0.66,30.5,87.80000000000001,-0.15,-0.16
100080,16460,1.386383,172.948703,0.1,-130,-99999,34.6,0.66,30.5,87.9,-0.15,-0.16
100080,17570,1.386383,172.948702,0.,-130,-99999,34.6,0.66,30.5,87.9,-0.15,-0.16
100080,17870,1.386418,172.948755,0.1,-130,-99999,34.6,0.66,30.5,87.9,-0.15,-0.16
100080,18951,1.386408,172.948718,0.1,-130,-99999,34.6,0.66,30.5,87.9,-0.15,-0.16
100080,19200,1.386443,172.94876,0.2,-130,-99999,34.6,0.66,30.5,87.9,-0.15,-0.16
100080,19920,1.386433,172.948733,0.1,-130,-99999,34.6,0.66,30.5,88.,-0.15,-0.16
100080,20190,1.3864,172.9487,0.,-130,-99999,34.6,0.66,30.5,88.,-0.15,-0.16
100080,20921,1.38652,172.948727,0.1,-130,-99999,34.6,0.66,30.5,88.,-0.15,-0.16
100080,21530,1.386522,172.948665,0.3,-130,-99999,34.6,0.66,30.5,88.,-0.15,-0.16
100080,22279,1.386087,172.948853,0.2,-130,-99999,34.6,0.66,30.5,88.,-0.15,-0.16
100080,22570,1.386137,172.94884,0.2,-130,-99999,34.6,0.66,30.5,88.,-0.15,-0.16
100080,22871,1.386052,172.948828,0.1,-130,-99999,34.6,0.66,30.5,88.,-0.15,-0.16
100080,23451,1.386,172.948802,0.1,-130,-99999,34.6,0.66,30.5,88.10000000000001,-0.15,-0.16
100080,23571,1.385993,172.948798,0.1,-130,-99999,34.6,0.66,30.5,88.10000000000001,-0.15,-0.16
100080,23861,1.385967,172.948797,0.,-130,-99999,34.6,0.66,30.5,88.10000000000001,-0.15,-0.16
100080,24160,1.38593,172.94879,0.1,-130,-99999,34.6,0.66,30.5,88.10000000000001,-0.15,-0.16
100080,24671,1.385887,172.94873,0.1,-130,-99999,34.6,0.66,30.5,88.10000000000001,-0.15,-0.16
100080,24911,1.385882,172.948725,0.,-130,-99999,34.6,0.66,30.5,88.2,-0.15,-0.16
100080,26210,1.386127,172.948848,0.1,-130,-99999,34.6,0.66,30.5,88.10000000000001,-0.15,-0.16
100080,26220,1.386128,172.948852,0.1,-130,-99999,34.6,0.66,30.5,88.10000000000001,-0.15,-0.16
100080,26541,1.386192,172.948895,0.1,-131,-99999,34.6,0.66,30.5,88.10000000000001,-0.15,-0.16
100080,26831,1.386275,172.948898,0.1,-131,-99999,34.6,0.66,30.5,88.10000000000001,-0.15,-0.15
100080,27580,1.386322,172.948913,0.,-131,-99999,34.6,0.66,30.5,88.2,-0.15,-0.15
100080,27671,1.38633,172.948915,0.,-131,-99999,34.6,0.66,30.5,88.2,-0.15,-0.15
100080,27981,1.386345,172.948915,0.1,-131,-99999,34.6,0.66,30.5,88.2,-0.15,-0.15
100080,28580,1.386355,172.948947,0.,-131,-99999,34.6,0.66,30.5,88.2,-0.15,-0.15
100080,28850,1.386327,172.948923,0.,-131,-99999,34.6,0.66,30.5,88.2,-0.15,-0.15
100080,29140,1.386293,172.948913,0.,-131,-99999,34.6,0.66,30.5,88.2,-0.15,-0.15
100080,29830,1.386255,172.948915,0.1,-131,-99999,34.6,0.66,30.5,88.2,-0.15,-0.15
100080,30030,1.38626,172.948902,0.,-131,-99999,34.6,0.66,30.5,88.2,-0.15,-0.15
100080,30291,1.386263,172.948888,0.1,-131,-99999,34.6,0.66,30.5,88.2,-0.15,-0.15
100080,33607,1.386147,172.948855,0.,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33608,1.386147,172.948855,0.,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33626,1.386148,172.948852,0.1,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33627,1.386148,172.948852,0.1,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33647,1.38615,172.948848,0.1,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33648,1.38615,172.948848,0.1,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33686,1.386143,172.948867,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33687,1.386143,172.948867,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33696,1.386143,172.948868,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33727,1.38614,172.948883,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33728,1.38614,172.948883,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33757,1.38614,172.948883,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33776,1.386142,172.948883,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33787,1.38614,172.948887,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33788,1.38614,172.948887,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33796,1.38614,172.948885,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33797,1.38614,172.948885,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33816,1.386148,172.948868,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33817,1.386148,172.948868,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33856,1.386148,172.948878,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33867,1.386152,172.94887,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33868,1.386152,172.94887,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33876,1.386157,172.948867,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33877,1.386157,172.948867,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33896,1.386157,172.94888,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33927,1.386162,172.948883,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33928,1.386162,172.948883,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33937,1.386162,172.948883,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33947,1.386162,172.948883,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33948,1.386162,172.948883,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33978,1.386165,172.948873,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33988,1.386167,172.948873,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33996,1.386168,172.948873,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,33997,1.386168,172.948873,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34007,1.386165,172.94887,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34037,1.386168,172.948855,0.,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34038,1.386168,172.948855,0.,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34048,1.386168,172.948858,0.1,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34057,1.386168,172.948863,0.1,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34098,1.386165,172.948865,0.,-131,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34127,1.38617,172.948852,0.,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34128,1.38617,172.948852,0.,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34137,1.386168,172.948855,0.1,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34167,1.386167,172.948857,0.,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34188,1.386172,172.94884,0.1,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34197,1.386168,172.948833,0.1,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34206,1.386167,172.948835,0.1,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34218,1.386165,172.948837,0.,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,34267,1.386158,172.948845,0.,-130,-99999,34.6,0.66,30.5,88.4,-0.16,-0.15
100080,39396,1.386217,172.948905,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39436,1.38621,172.948887,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39437,1.38621,172.948887,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39456,1.386197,172.9489,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39457,1.386197,172.9489,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39468,1.3862,172.948897,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39469,1.3862,172.948897,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39477,1.386208,172.948898,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39478,1.386208,172.948898,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39486,1.386208,172.94891,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39556,1.386238,172.948897,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39557,1.386238,172.948897,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39607,1.386255,172.948905,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39616,1.38625,172.948915,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39617,1.38625,172.948915,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39666,1.386242,172.948908,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39667,1.386242,172.948908,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39677,1.386243,172.948912,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39786,1.386243,172.948913,0.1,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,39828,1.386233,172.948915,0.,-131,-99999,34.6,0.66,30.5,88.5,-0.16,-0.15
100080,41810,1.38615,172.948878,0.,-131,-99999,34.6,0.66,30.5,88.60000000000001,-0.16,-0.14
100080,47591,1.3866,172.949278,0.3,-132,-99999,34.6,0.66,30.5,88.7,-0.16,-0.14
100080,58338,1.386187,172.949013,0.1,-131,-99999,34.6,0.66,30.5,89.10000000000001,-0.16,-0.13
100080,58498,1.386208,172.949047,0.,-131,-99999,34.6,0.66,30.5,89.10000000000001,-0.16,-0.13
100080,58769,1.386193,172.949072,0.2,-131,-99999,34.6,0.66,30.5,89.10000000000001,-0.16,-0.13
100080,60860,1.386273,172.949043,0.1,-131,-99999,34.6,0.66,30.5,89.2,-0.16,-0.13
100080,61160,1.386342,172.94907,0.1,-131,-99999,34.6,0.66,30.5,89.2,-0.16,-0.13
100080,63370,1.386433,172.949118,0.,-131,-99999,34.6,0.66,30.5,89.2,-0.16,-0.13
100080,63690,1.386465,172.949135,0.1,-131,-99999,34.6,0.66,30.5,89.2,-0.16,-0.13
100080,64469,1.386585,172.949213,0.,-131,-99999,34.6,0.66,30.5,89.2,-0.16,-0.13
100080,64568,1.38661,172.949207,0.,-131,-99999,34.6,0.66,30.5,89.2,-0.16,-0.13
100080,64868,1.386663,172.949218,0.1,-131,-99999,34.6,0.66,30.5,89.2,-0.16,-0.13
100080,65169,1.386712,172.949247,0.,-132,-99999,34.6,0.66,30.5,89.2,-0.16,-0.13
100080,67059,1.386948,172.949232,0.,-131,-99999,34.6,0.66,30.5,89.30000000000001,-0.16,-0.13
100080,67290,1.386943,172.949215,0.1,-131,-99999,34.6,0.66,30.5,89.30000000000001,-0.16,-0.13
100080,67620,1.387023,172.949213,0.,-131,-99999,34.6,0.66,30.5,89.30000000000001,-0.16,-0.13
100080,69460,1.387292,172.949032,0.2,-131,-99999,34.6,0.66,30.5,89.4,-0.16,-0.13
100080,69849,1.38728,172.949053,0.1,-131,-99999,34.6,0.66,30.5,89.4,-0.16,-0.13
100080,71189,1.387332,172.948887,0.,-131,-99999,34.6,0.66,30.5,89.5,-0.16,-0.13
100080,72108,1.387458,172.9487,0.2,-130,-99999,34.6,0.66,30.5,89.5,-0.16,-0.12
100080,73259,1.387432,172.948383,0.,-129,-99999,34.6,0.66,30.5,89.7,-0.16,-0.12
100080,73359,1.387445,172.948377,0.1,-129,-99999,34.6,0.66,30.5,89.7,-0.16,-0.12
100080,77797,1.387393,172.948985,0.,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77798,1.387393,172.948985,0.,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77829,1.387397,172.949002,0.2,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77867,1.387407,172.949,0.1,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77868,1.387407,172.949,0.1,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77888,1.38741,172.949003,0.1,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77889,1.38741,172.949003,0.1,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77897,1.387408,172.949007,0.,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77898,1.387408,172.949007,0.,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77907,1.387412,172.949012,0.,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77948,1.387412,172.94902,0.1,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77949,1.387412,172.94902,0.1,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77957,1.387413,172.949017,0.1,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77958,1.387413,172.949017,0.1,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77977,1.38741,172.949017,0.,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77978,1.38741,172.949017,0.,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
100080,77989,1.38741,172.949013,0.1,-131,-99999,34.6,0.66,30.5,89.60000000000001,-0.17,-0.12
