TrackNumber,Time(seconds),Latitude,Longitude,SOG,oceanic depth,Chlorophyll Concentration,Salinity,Water Surface Elevation,Sea Temperature,Thermocline Depth,Eastward Water Velocity,Northward Water Velocity
101794,0,41.825727,3.174048,9.5,-26,0.5314,34.300000000000004,-0.12,10.,128.70000000000002,-0.17,0.16
101794,1861,41.803823,3.27733,9.1,-79,0.4656,34.300000000000004,-0.13,10.,123.2,-0.2,0.18
101794,2672,41.794037,3.32156,9.2,-62,0.5092,34.300000000000004,-0.14,9.9,125.9,-0.21,0.18
101794,2676,41.794037,3.32156,9.2,-62,0.5092,34.300000000000004,-0.14,9.9,125.9,-0.21,0.18
101794,2792,41.792553,3.32808,9.,-59,0.505,34.300000000000004,-0.14,9.9,126.4,-0.21,0.18
101794,3652,41.780867,3.373962,9.,-96,0.551,34.300000000000004,-0.15,9.9,128.4,-0.22,0.19
101794,3731,41.779567,3.3781,8.9,-93,0.5567,34.300000000000004,-0.15,9.9,128.4,-0.22,0.19
101794,4660,41.766317,3.427632,8.9,-139,0.48460000000000003,34.300000000000004,-0.16,9.9,129.8,-0.23,0.19
101794,4851,41.763458,3.437522,9.2,-139,0.46680000000000005,34.300000000000004,-0.16,9.8,130.3,-0.23,0.19
101794,4856,41.763457,3.437522,9.2,-139,0.46680000000000005,34.300000000000004,-0.16,9.8,130.3,-0.23,0.19
101794,5579,41.750652,3.474465,9.1,-146,0.4404,34.300000000000004,-0.17,9.8,131.1,-0.24,0.19
101794,5862,41.745217,3.488323,9.,-122,0.41300000000000003,34.300000000000004,-0.17,9.8,131.3,-0.24,0.18
101794,5867,41.745217,3.488322,9.,-122,0.41300000000000003,34.300000000000004,-0.17,9.8,131.3,-0.24,0.18
101794,6523,41.733373,3.521018,8.9,-164,0.4287,34.300000000000004,-0.18,9.8,131.70000000000002,-0.25,0.18
101794,6831,41.727602,3.536228,9.,-174,0.43470000000000003,34.300000000000004,-0.18,9.8,131.9,-0.25,0.17
